data_profile,N,L,K,off_pct,active_pct,formula,formula_family,T,cases,u_g_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,winner_rate
lognormal,1000,2,250,75.0,25.0,T_0p025N,N,25,100,182963.15068203525,0.8685851936009388,0.720484693154352,13.141480639906131,0.03
lognormal,1000,2,250,75.0,25.0,T_0p05K,K,12,100,150206.75867569452,0.686041711139641,0.44949758332027145,31.395828886035897,0.0
lognormal,1000,2,250,75.0,25.0,T_0p05N,N,50,100,178560.16817542893,0.8765022426726516,0.7573772423606632,12.349775732734837,0.01
lognormal,1000,2,250,75.0,25.0,T_0p05NL_over_Lp2,N_L,25,100,182963.15068203525,0.8685851936009388,0.720484693154352,13.141480639906131,0.03
lognormal,1000,2,250,75.0,25.0,T_0p075N,N,75,100,163224.09236937645,0.7994225605770814,0.6685875076779085,20.05774394229188,0.0
lognormal,1000,2,250,75.0,25.0,T_0p075NL_over_Lp2,N_L,38,100,186668.74620921968,0.9076576786509769,0.8029687133914938,9.234232134902312,0.02
lognormal,1000,2,250,75.0,25.0,T_0p10K,K,25,100,182963.15068203525,0.8685851936009388,0.720484693154352,13.141480639906131,0.03
lognormal,1000,2,250,75.0,25.0,T_0p10N,N,100,100,143520.99444332282,0.700638939873835,0.5831270909582488,29.93610601261651,0.0
lognormal,1000,2,250,75.0,25.0,T_0p10NL_over_Lp2,N_L,50,100,178560.16817542893,0.8765022426726516,0.7573772423606632,12.349775732734837,0.01
lognormal,1000,2,250,75.0,25.0,T_0p125NL_over_Lp2,N_L,62,100,171452.6722545708,0.8438526193373235,0.7032002160812738,15.614738066267634,0.02
lognormal,1000,2,250,75.0,25.0,T_0p15K,K,38,100,186668.74620921968,0.9076576786509769,0.8029687133914938,9.234232134902312,0.02
lognormal,1000,2,250,75.0,25.0,T_0p15NL_over_Lp2,N_L,75,100,163224.09236937645,0.7994225605770814,0.6685875076779085,20.05774394229188,0.0
lognormal,1000,2,250,75.0,25.0,T_0p20K,K,50,100,178560.16817542893,0.8765022426726516,0.7573772423606632,12.349775732734837,0.01
lognormal,1000,2,250,75.0,25.0,legacy_T100,legacy,100,100,143520.99444332282,0.700638939873835,0.5831270909582488,29.93610601261651,0.0
lognormal,1000,2,250,75.0,25.0,legacy_T25,legacy,25,100,182963.15068203525,0.8685851936009388,0.720484693154352,13.141480639906131,0.03
lognormal,1000,2,250,75.0,25.0,legacy_T50,legacy,50,100,178560.16817542893,0.8765022426726516,0.7573772423606632,12.349775732734837,0.01
lognormal,1000,2,500,50.0,50.0,T_0p025N,N,25,100,496512.6033352227,0.8153903527235602,0.6732224653625751,18.460964727643976,0.0
lognormal,1000,2,500,50.0,50.0,T_0p05K,K,25,100,496512.6033352227,0.8153903527235602,0.6732224653625751,18.460964727643976,0.0
lognormal,1000,2,500,50.0,50.0,T_0p05N,N,50,100,535266.0199848787,0.9058886193831974,0.8118642633306542,9.411138061680274,0.02
lognormal,1000,2,500,50.0,50.0,T_0p05NL_over_Lp2,N_L,25,100,496512.6033352227,0.8153903527235602,0.6732224653625751,18.460964727643976,0.0
lognormal,1000,2,500,50.0,50.0,T_0p075N,N,75,100,524497.3466989519,0.8839853644331944,0.7666578496526788,11.601463556680558,0.0
lognormal,1000,2,500,50.0,50.0,T_0p075NL_over_Lp2,N_L,38,100,535711.3490201023,0.8999641513063058,0.7785899781872919,10.003584869369414,0.02
lognormal,1000,2,500,50.0,50.0,T_0p10K,K,50,100,535266.0199848787,0.9058886193831974,0.8118642633306542,9.411138061680274,0.02
lognormal,1000,2,500,50.0,50.0,T_0p10N,N,100,100,485592.00108439184,0.8156206049943456,0.7117639031668599,18.437939500565445,0.0
lognormal,1000,2,500,50.0,50.0,T_0p10NL_over_Lp2,N_L,50,100,535266.0199848787,0.9058886193831974,0.8118642633306542,9.411138061680274,0.02
lognormal,1000,2,500,50.0,50.0,T_0p125NL_over_Lp2,N_L,62,100,533099.9111887558,0.903250938350733,0.8012545125042534,9.674906164926687,0.04
lognormal,1000,2,500,50.0,50.0,T_0p15K,K,75,100,524497.3466989519,0.8839853644331944,0.7666578496526788,11.601463556680558,0.0
lognormal,1000,2,500,50.0,50.0,T_0p15NL_over_Lp2,N_L,75,100,524497.3466989519,0.8839853644331944,0.7666578496526788,11.601463556680558,0.0
lognormal,1000,2,500,50.0,50.0,T_0p20K,K,100,100,485592.00108439184,0.8156206049943456,0.7117639031668599,18.437939500565445,0.0
lognormal,1000,2,500,50.0,50.0,legacy_T100,legacy,100,100,485592.00108439184,0.8156206049943456,0.7117639031668599,18.437939500565445,0.0
lognormal,1000,2,500,50.0,50.0,legacy_T25,legacy,25,100,496512.6033352227,0.8153903527235602,0.6732224653625751,18.460964727643976,0.0
lognormal,1000,2,500,50.0,50.0,legacy_T50,legacy,50,100,535266.0199848787,0.9058886193831974,0.8118642633306542,9.411138061680274,0.02
